ID,Description,Entry_ID
Hanf-1,Hanf,4716-kender
Hanf-2,Hanf-,9239-tilo
Hanfling-1,Hänfling ,4717-kenderike
gesprenkeltalsFarbe-1,gesprenkelt 〈als Farbe〉,4718-kendermagos
StuckTuch-1,Stück Tuch,4719-kendo
Wischtuch-1, Wischtuch,4719-kendo
Handtuchusw-1, Handtuch usw,4719-kendo
Schminke-1,  Schminke,4719-kendo
Krawatte-1,  Krawatte,4719-kendo
Krawatte-2,Krawatte,4894-kravat
Krawatte-3,  Krawatte,6467-nyaklo
verschleiernabstr-1,  verschleiern 〈abstr〉,4719-kendo
Anfuhrer-1,Anführer,4721-kenez
Anfuhrer-2, Anführer,5826-marsall
Anfuhrer-3,  Anführer,9877-vezer
VorsteherrumanischerodukrainischerNeusiedlerdorfer-1,  Vorsteher rumänischer od ukrainischer Neusiedlerdörfer,4721-kenez
rumanischerodukrainischerDorfrichter-1, rumänischer od ukrainischer Dorfrichter,4721-kenez
Kanguruh-1,Känguruh ,4722-kenguru
Steigbugel-1,Steigbügel,4723-kengyel
GehorknochelchenimMittelohr-1,  Gehörknöchelchen im Mittelohr,4723-kengyel
bugel-1,  bügel,4723-kengyel
Hosenstrippe-1,  Hosenstrippe,4723-kengyel
schnellerFubote-1,schneller Fußbote,4724-kengyelfuto
Zentaur-1,Zentaur,4725-kentaur
kurzerGalopp-1,kurzer Galopp,4726-kenter
spielend-1,  spielend,4726-kenter
imKantergewinner-1, im Kanter 〈gewinner〉,4726-kenter
Brustriemen-1,Brustriemen,4727-kentreg
ArtEinbaumvorwiegenddernordamerikanischenIndianer-1,Art Einbaum 〈vorwiegend der nordamerikanischen Indianer〉,4728-kenu
Kajak-1,  Kajak,4728-kenu
Kanu-1,  Kanu,4728-kenu
Bequemlichkeit-1,  Bequemlichkeit,4729-keny
Bequemlichkeit-2,Bequemlichkeit,4730-kenyelem
Verwohntheit-1, Verwöhntheit,4729-keny
launischerWunsch-1,  launischer Wunsch,4729-keny
genusuchtig-1,  genußsüchtig,4729-keny
Rast-1,  Rast,4730-kenyelem
Rast-2, Rast,6530-nyugalom
Rast-3, Rast,6531-nyugodalom
Rast-4,Rast,7934-rostok
RuheNichtstun-1, Ruhe: Nichtstun,4730-kenyelem
bequem-1,  bequem,4730-kenyelem
bequem-2,bequem,5009-komot
unschwerdurchfuhrbar-1, unschwer durchführbar,4730-kenyelem
gemachlich-1,  gemächlich,4730-kenyelem
gemachlich-2,  gemächlich,5484-lassu
bequemlich-1,  bequemlich,4730-kenyelem
behabig-1, behäbig,4730-kenyelem
Brot-1,Brot,4731-kenyer
Brot-2, Brot,7596-racs
zumLebensunterhaltnotigeNahrung-1,  zum Lebensunterhalt nötige Nahrung,4731-kenyer
diezumUnterhalterforderlichenMittel-1, die zum Unterhalt erforderlichen Mittel,4731-kenyer
GewohnheitinRedewendungenwiedasistnichtmeinFach-1, Gewohnheit 〈in Redewendungen wie: das ist nicht mein Fach,4731-kenyer
dasistnichtmeineGewohnheit-1, das ist nicht meine Gewohnheit〉,4731-kenyer
Brotessen-1,  Brot essen,4731-kenyer
EntscheidungderStreitsache-1,Entscheidung der Streitsache,4732-kenyertores
Abrechnung-1, Abrechnung,4732-kenyertores
Bruch-1, Bruch,4732-kenyertores
Bruch-2,  Bruch,6132-meredek
Bruch-3,Bruch,9407-tort
drangenNot-1, drängen 〈Not〉,4733-kenyszerit
flehentlichbitten-1, flehentlich bitten,4733-kenyszerit
flehentlichbitten-2,  flehentlich bitten,5313-kuncsorog
flehentlichbitten-3,flehentlich bitten,5314-kuncsog
flehentlichbitten-4,  flehentlich bitten,5316-kunyeral
Bildnis-1, Bildnis,4734-kep
Bildnis-2, Bildnis,8792-szin
Gesicht-1,  Gesicht,4734-kep
Gesicht-2,Gesicht,6706-orca
Gesicht-3, Gesicht,6706-orca
Gesicht-4, Gesicht,7301-pofa
Gesicht-5,  Gesicht,8667-szemely
Miene-1, Miene,4734-kep
Standbild-1,  Standbild,4734-kep
Standbild-2, Standbild,7045-pelda
Bilaule-1, Biläule,4734-kep
Ebenbild-1, Ebenbild,4734-kep
Ebenbild-2,  Ebenbild,5836-mas
Ebenbild-3, Ebenbild,5844-masod
Ebenbild-4,  Ebenbild,9074-tars
Vertretung-1,  Vertretung,4734-kep
Genrebild-1,  Genrebild,4734-kep
AuftrittimTheater-1, Auftritt 〈im Theater〉,4734-kep
AuftrittimTheater-2,  Auftritt 〈im Theater〉,7636-rama
ArtSpeer-1,Art Speer,4735-kep
miteinemSpeerbewaffneterMensch-1,  mit einem Speer bewaffneter Mensch,4735-kep
Getreidegarbe-1,Getreidegarbe,4736-kepe
Grundpacht-1,  Grundpacht,4736-kepe
Schnitterlohn-1,  Schnitterlohn,4736-kepe
GetreideabgabederGlaubigenfurdenPriesterunddenKantor-1,  Getreideabgabe der Gläubigen für den Priester und den Kantor,4736-kepe
eineBrutvonKuken-1,  eine Brut von Küken,4736-kepe
erntend-1,  erntend,4736-kepe
Schnitter-1,  Schnitter,4736-kepe
ZuschauerbeimKartenodanderemGlucksspiel-1,Zuschauer beim Karten- od anderem Glücksspiel,4737-kibic
Kleinkind-1,  Kleinkind,4738-kicsi
dasJunge-1,  das Junge,4738-kicsi
irgendeiner-1,  irgendeiner,4739-kicsoda
schmahlichhinauswerfen-1,schmählich hinauswerfen,4740-kiebrudal
wust-1,wüst,4741-kietlen
wust-2, wüst,6187-mogorva
wust-3, wüst,7570-puszta
wust-4, wüst,7830-rideg
wust-5,wüst,8218-sivar
wust-6,  wüst,8219-sivatag
wust-7, wüst,8220-sivo
wust-8, wüst,8762-szigoru
ode-1, öde,4741-kietlen
ode-2,öde,7570-puszta
ode-3,  öde,8220-sivo
ode-4,  öde,8762-szigoru
ode-5, öde,9680-vadon
unbewohntbesGegend-1, unbewohnt 〈bes Gegend〉,4741-kietlen
entsetzlich-1, entsetzlich,4741-kietlen
freudlos-1,  freudlos,4741-kietlen
freudlos-2,  freudlos,8218-sivar
hoffnungslos-1, hoffnungslos,4741-kietlen
Wuste-1,  Wüste,4741-kietlen
Wuste-2, Wüste,5082-kopasz
Wuste-3, Wüste,7570-puszta
Wuste-4, Wüste,7830-rideg
Wuste-5, Wüste,8218-sivar
Wuste-6,  Wüste,8219-sivatag
HornchenalsArtBrotchen-1,Hörnchen als Art Brötchen,4742-kifli
uberlisten-1,überlisten,4743-kifog
ubertrumpfen-1, übertrumpfen,4743-kifog
jmdmuberlegensein-1, jmdm überlegen sein,4743-kifog
jmdmeinenStreichspielen-1, jmdm einen Streich spielen,4743-kifog
Einwand-1,Einwand,4744-kifogas
Einwendung-1,Einwendung,4744-kifogas
Ausnahme-1,  Ausnahme,4744-kifogas
Ausnahme-2,  Ausnahme,9850-vesz
Ausnahme-3,  Ausnahme,9850-vesz
Ausrede-1, Ausrede,4744-kifogas
Ausrede-2, Ausrede,6151-mese
Ausflucht-1, Ausflucht,4744-kifogas
Ausflucht-2, Ausflucht,7762-res
Anstand-1,  Anstand,4744-kifogas
Anstand-2, Anstand,6180-mod
Anstand-3,Anstand,6241-mores
Beanstandung-1, Beanstandung,4744-kifogas
Reklamationsgrund-1, Reklamationsgrund,4744-kifogas
Schlange-1,Schlange,4745-kigyo
Schlange-2, Schlange,10064-zomak
schlangenformigesDing-1,  schlangenförmiges Ding,4745-kigyo
falsche-1,  falsche,4745-kigyo
boswilligePerson-1, böswillige Person,4745-kigyo
Natterwurz-1,Natterwurz,4746-kigyotrang
weiterherausodhinaus-1,weiter heraus od hinaus,4748-kijjebb
weiterdrauen-1,  weiter draußen,4748-kijjebb
weiterdrauen-2,  weiter draußen ,4770-kinn
Fruhling-1,Frühling,4749-kikelet
Fruhling-2,Frühling,9096-tavasz
Lenz-1, Lenz,4749-kikelet
Kuhschelle-1,Kuhschelle,4750-kikerics
Herbstzeitlose-1,  Herbstzeitlose,4750-kikerics
zurBenennungverschBlutenpflanzen-1,  〈zur Benennung versch Blütenpflanzen 〉 ,4750-kikerics
jmBitte-1,jm Bitte,4751-kikosaraz
hauptsHeiratsantragabschlagen-1, haupts Heiratsantrag abschlagen,4751-kikosaraz
falkenartigerVogel-1,falkenartiger Vogel,4752-kikocsen
sichzuseinemVorteilverandern-1,sich zu seinem Vorteil verändern,4753-kikupalodik
beseitigen-1,beseitigen,4754-kikuszobol
eliminieren-1, eliminieren,4754-kikuszobol
beheben-1, beheben,4754-kikuszobol
abschaffen-1, abschaffen,4754-kikuszobol
abschaffen-2, abschaffen,9405-torol
hinauswerfen-1,   hinauswerfen,4754-kikuszobol
ArtaltesGetreidemabzwdieentsprechendeGewichtseinheit-1,Art altes Getreidemaß bzw die entsprechende Gewichtseinheit,4755-kila
Ackermaetwa600Quadratklafter-1,  Ackermaß 〈etwa 600 Quadratklafter〉,4755-kila
neun-1,neun,4756-kilenc
neunter-1,  neunter,4756-kilenc
ArtAbgabe-1,  Art Abgabe,4756-kilenc
Neuntel-1,  Neuntel,4756-kilenc
neunzig-1,neunzig,4757-kilencven
buntesGewebeTeppich-1,buntes Gewebe 〈Teppich,4758-kilim
Tischtuchusw-1, Tischtuch usw〉,4758-kilim
Verschlu-1,  Verschluß,4759-kilincs
Verschlu-2, Verschluß,7277-pleh
Verschlu-3,  Ver-schluß,8135-sapka
KlinkeTechnik-1,  Klinke 〈Technik〉,4759-kilincs
zuklinkenTur-1,  zuklinken 〈Tür〉,4759-kilincs
umGunstbetteln-1,  um Gunst betteln,4759-kilincs
Kasemulde-1,Käsemulde,4760-kilinta
Fleischklopfbrett-1,  Fleischklopfbrett,4760-kilinta
Kilogramm-1,Kilogramm,4761-kilogramm
Erbarmenhaben-1, Erbarmen haben,4763-kimel
sichzuruckhalten-1,  sich zurückhalten,4763-kimel
sichzuruckhalten-2,  sich zurückhalten,9082-tartoztat
sichzuruckhalten-3,  sich zurückhalten,9547-tur
scheuenetwzutun-1, scheuen 〈etw zu tun〉,4763-kimel
mitetwsparen-1,  mit etw sparen,4763-kimel
behuten-1,  behüten,4763-kimel
behuten-2,  behüten,9900-vigyaz
verschonen-1, verschonen,4763-kimel
schonen-1,  schonen,4763-kimel
schonen-2,  schonen,5231-konyorul
erbarmungslosalsAdv-1, erbarmungslos 〈als Adv〉,4763-kimel
verschwenderisch-1, verschwenderisch,4763-kimel
verschwenderisch-2,  verschwenderisch,7437-preda
erbarmungslos-1,  erbarmungslos,4763-kimel
erbarmungslos-2,  erbarmungslos,5553-lelek
zuruckhaltend-1,  zurückhaltend,4763-kimel
mahaltend-1, maßhaltend,4763-kimel
mahaltend-2,  maßhaltend,8730-szereny
sparsam-1, sparsam,4763-kimel
sparsam-2,sparsam,8980-takarekos
sparsam-3,sparsam,8983-takaros
Kimono-1,Kimono,4764-kimono
ArtFrauenkleidnachjapanischemSchnitt-1,  Art Frauenkleid nach japanischem Schnitt,4764-kimono
Chinarindenbaum-1,Chinarindenbaum,4766-kinafa
Fieberrindenbaum-1, Fieberrindenbaum,4766-kinafa
notigenzuetw-1, nötigen zu etw,4767-kinal
feilbieten-1, feilbieten,4767-kinal
Schatzkammer-1,  Schatzkammer,4768-kincs
horten-1,   horten,4768-kincs
Wildkaninchenpelz-1,Wildkaninchenpelz,4769-kinigli
Wildkaninchen-1,  Wildkaninchen,4769-kinigli
drauen-1, draußen,4770-kinn
drauen-2, draußen,4792-kivul
auenGeld-1, außen 〈Geld〉,4770-kinn
Drehorgel-1,  Drehorgel,4771-kintorna
Drehorgel-2, Drehorgel,9837-verkli
orientalischesGartenhauschen-1,orientalisches Gartenhäuschen,4772-kioszk
villenartigeGaststatte-1,  villenartige Gaststätte,4772-kioszk
KonditoreimitGastgarten-1, Konditorei mit Gastgarten,4772-kioszk
Verkaufspavillon-1,  Verkaufspavillon,4772-kioszk
Zeitungsstand-1, Zeitungsstand,4772-kioszk
Konig-1,König,4773-kiraly
HauptfigurimSchachspiel-1,  Hauptfigur im Schachspiel,4773-kiraly
HauptfigurimSchachspiel-2,  Hauptfigur im Schachspiel,9877-vezer
derHervorragenteunterdenAhnlichen-1,  der Hervorragente unter den Ähnlichen,4773-kiraly
zweithochsteSpielkarte-1,  zweithöchste Spielkarte,4773-kiraly
derhochsteKegelimKegelspiel-1,  der höchste Kegel im Kegelspiel,4773-kiraly
Erternchen-1,Erternchen ,4774-kiralydinnye
ausgehen-1,ausgehen,4775-kirandul
auslaufen-1, auslaufen,4775-kirandul
hingehen-1, hingehen,4775-kirandul
hinfahren-1, hinfahren,4775-kirandul
einenAusflugmachen-1,  einen Ausflug machen,4775-kirandul
einenAusflugmachen-2, einen Ausflug machen,7976-ruccan
Kirgise-1,  Kirgise,4776-kirgiz
kirgisisch-1,  kirgisisch,4776-kirgiz
jungesSchaf-1,junges  Schaf,4777-kirlan
Chirurg-1, Chirurg,4778-kirurgus
Chirurg-2,  Chirurg,6328-mut
Chirurg-3,Chirurg,6692-operator
Chirurg-4, Chirurg,8200-sinter
Ortscheit-1,Ortscheit,4780-kisafa
ZugwaageVorderwaage-1, Zugwaage: Vorderwaage,4780-kisafa
eindemOrtscheitahnlHolzstuckanWaagen-1,  ein dem Ortscheit ähnl Holzstück an Waagen,4780-kisafa
Schulterjochenusw-1, Schulterjochen usw,4780-kisafa
begleiten-1,begleiten,4782-kiser
begleiten-2,begleiten,4783-kiserel
begleiten-3,begleiten,4784-kisert
begleiten-4, begleiten,4860-kovet
begleiten-5,  begleiten,6004-melloz
begleiten-6,begleiten,9879-vezet
jmdmfolgen-1,  jmdm folgen,4782-kiser
jmdmfolgen-2, jmdm folgen,9725-valt
nachgehen-1, nachgehen,4782-kiser
begleitenMusik-1,  begleiten 〈Musik〉,4782-kiser
inVersuchungfuhren-1,  in Versuchung führen,4782-kiser
inVersuchungfuhren-2,  in Versuchung führen,4784-kisert
jmstandigerBegleitersein-1,  jm ständiger Begleiter sein,4782-kiser
versuchen-1,  versuchen,4783-kiserel
versuchen-2,  versuchen,4784-kisert
versuchen-3,  versuchen,7470-probal
einenVersuchmachen-1, einen Versuch machen,4783-kiserel
aufdieProbestellen-1,  auf die Probe stellen,4784-kisert
aufdieProbestellen-2,  auf die Probe stellen,7470-probal
erproben-1, erproben,4784-kisert
schrecken-1,  schrecken,4784-kisert
gespenstern-1,  gespenstern,4784-kisert
spukenuberholteVerhaltnisse-1, spuken 〈überholte Verhältnisse〉,4784-kisert
Versuchung-1,  Versuchung,4784-kisert
Versucher-1,  Versucher,4784-kisert
Versucher-2, Versucher,6584-ordog
Verfuhrer-1, Verführer,4784-kisert
aufdecken-1, aufdecken,4785-kisut
gallertartigersauerlicherHafermehlbrei-1,gallertartiger säuerlicher Hafermehlbrei,4786-kisze
saureObstodSchrotmehlsuppealsFastenspeise-1,  saure Obst- od Schrotmehlsuppe als Fastenspeise,4786-kisze
alsMadchenangekleideteStrohpuppe-1,  als Mädchen angekleidete Strohpuppe,4786-kisze
diebeimWinterbegrabnisamPalmsonntaginsWassergeworfenwird-1, die beim Winterbegräbnis am Palmsonntag ins Wasser geworfen wird,4786-kisze
BundelvonHanfodFlachs-1, Bündel von Hanf od Flachs,4788-kita
Zwillich-1,Zwillich,4789-kittel
Arbeitskittel-1,  Arbeitskittel,4789-kittel
Arbeitskittel-2, Arbeitskittel,4800-klepetus
Arbeitskittel-3, Arbeitskittel,10078-zubbony
jmdnbegehrengeschlechtlich-1,  jmdn begehren 〈geschlechtlich〉,4790-kivan
gonnen-1,  gönnen,4790-kivan
jmdmetwwunschenauchdurchWorte-1, jmdm etw wünschen 〈auch durch Worte〉,4790-kivan
verlangen-1,  verlangen,4790-kivan
verlangen-2, verlangen,4860-kovet
verlangen-3, verlangen,4861-kovetel
verlangen-4,  〈verlangen,9609-utan
benotigen-1, benötigen,4790-kivan
erfordern-1,  erfordern,4790-kivan
erfordern-2,  erfordern,9746-var
Begehren-1,  Begehren,4790-kivan
sehnsuchtig-1,sehnsüchtig,4791-kivancsi
neugierig-1,  neugierig,4791-kivancsi
nachauen-1,nach außen,4792-kivul
vondrauen-1,  von draußen,4792-kivul
inauererErscheinungPerson-1,  in äußerer Erscheinung 〈Person〉,4792-kivul
auermir-1,  außer mir,4792-kivul
dirusw-1, dir usw,4792-kivul
dirusw-2, dir usw,6281-mogott
dirusw-3, dir usw,9609-utan
auerhalb-1,  außerhalb,4792-kivul
aushinaus-1,  aus . . . hinaus,4792-kivul
auerauchabstr-1,  außer 〈auch abstr〉,4792-kivul
uberhinauszeitlich-1,  über ... hinaus 〈zeitlich〉,4792-kivul
ohne-1,  ohne,4792-kivul
ohne-2,ohne,6391-nelkul
ohne-3,ohne,6392-nelkulon
neben-1,  neben,4792-kivul
neben-2,neben,6002-mellett
ungeachtet-1,  ungeachtet,4792-kivul
Junge-1,Junge,4793-klapec
Junge-2,Junge,4890-krapek
Junge-3,Junge,5219-kolyok
Junge-4,  Junge,8355-srac
Junge-5, Junge,8444-surmo
Klarinette-1,Klarinette,4794-klarinet
Klarinette-2,  Klarinette,7159-pikula
dufte-1, dufte,4796-klassz
zurAntikegehorend-1,zur Antike gehörend,4797-klasszikus
siebetreffend-1, sie betreffend,4797-klasszikus
siebetreffend-2, sie betreffend,6810-paloc
vollkommen-1, vollkommen,4797-klasszikus
vollkommen-2,  vollkommen,9142-teljes
vollkommen-3, vollkommen,9142-teljes
vollkommen-4,  vollkommen,9367-tokel
urtumlich-1,  urtümlich,4797-klasszikus
urtumlich-2,urtümlich,7462-primitiv
uberliefert-1, überliefert,4797-klasszikus
typisch-1, typisch,4797-klasszikus
demKlassizismusentsprechend-1,  dem Klassizismus entsprechend,4797-klasszikus
antikerKlassiker-1,  antiker Klassiker,4797-klasszikus
Wissenschaftler-1,  Wissenschaftler,4797-klasszikus
dermustergultigeWerkegeschaffenhat-1, der mustergültige Werke geschaffen hat,4797-klasszikus
Schulklasse-1,Schulklasse,4798-klasszis
Truppenverband-1,  Truppenverband,4798-klasszis
Gutegrad-1, Gütegrad,4798-klasszis
As-1,  As,4798-klasszis
KlassevoneinemSportler-1, Klasse von einem Sportler,4798-klasszis
erstklassig-1,  erstklassig,4798-klasszis
erstklassig-2,  erstklassig,5815-marka
Trinkglas-1,Trinkglas,4799-klazli
KrugausGlas-1,  Krug aus Glas,4799-klazli
armelloser-1,ärmelloser,4800-klepetus
weiterKragenuberrockmittiefenTaschen-1, weiter Kragenüberrock mit tiefen Taschen,4800-klepetus
Schulerrock-1, Schülerrock,4800-klepetus
PersongeistlichenStandes-1,Person geistlichen Standes,4801-klerus
Klerus-1,  Klerus,4801-klerus
Schutzbefohlener-1,Schutzbefohlener,4802-kliens
Klient-1,  Klient,4802-kliens
Erdzone-1,  Erdzone,4804-klima
Erdzone-2,Erdzone,10066-zona
medizinischeAusbildungamKrankenbett-1,medizinische Ausbildung am Krankenbett,4805-klinika
HeilanstaltfurmedizinischeAusbildung-1,  Heilanstalt für medizinische Ausbildung,4805-klinika
Klischee-1,Klischee,4806-klise
Musterform-1,  Musterform,4806-klise
Phrase-1, Phrase,4806-klise
Klistierspritze-1,Klistierspritze,4807-klistely
Darmeinlauf-1,  Darmeinlauf,4807-klistely
KlafteralsLangenma-1,Klafter 〈als Längenmaß〉,4808-klopter
KlafteralsRaummafurScheitholz-1,  Klafter 〈als Raummaß für Scheitholz〉,4808-klopter
MestabzumFeldmessen-1,  Meßstab 〈zum Feldmessen〉,4808-klopter
KLafteralsFeldma-1, KLafter 〈als Feldmaß〉,4808-klopter
Chlor-1,Chlor,4809-klor
dichtesAtlasgewebe-1,dichtes Atlasgewebe,4810-klott
Abtritt-1,Abtritt,4811-klozett
Abtritt-2,Abtritt,5493-latrina
Abtritt-3, Abtritt,7105-pervata
Abtritt-4,  Abtritt,7411-poce
Abtritt-5,  Abtritt,7782-reterat
Klub-1, Klub,4812-klub
Vereinslokal-1, Vereinslokal,4812-klub
Klubhaus-1, Klubhaus,4812-klub
politischePartei-1,  politische Partei,4812-klub
Holzpantoffel-1, Holzpantoffel,4813-klumpa
Flaschenkurbis-1,Flaschenkürbis,4814-kobak
Flaschenkurbis-2,  Flaschenkürbis,5094-koponya
Kurbisflasche-1, Kürbisflasche,4814-kobak
Kurbisflasche-2, Kürbisfla-sche,5094-koponya
KopfinverachtlichemSinnodscherzhaft-1,  Kopf 〈in verächtlichem Sinn od scherzhaft〉,4814-kobak
groe-1,  große,4814-kobak
groe-2,  große,5910-mancs
groe-3,große,7348-ponyik
groe-4,große,7430-pracli
rundlicheFruchtderSchlingpflanzen-1, rundliche Frucht der Schlingpflanzen,4814-kobak
ausgehohlterBaum-1,  ausgehöhlter Baum,4814-kobak
Haube-1,  Haube,4814-kobak
Haube-2, Haube,5063-konty
Haube-3,  Haube,5322-kupak
Haube-4, Haube,7190-pintli
Behalter-1, Behälter,4816-kopoce
Behalter-2,Behälter,9078-tartaly
Behalter-3,Behälter,9117-tehely
MagefaderMuller-1,  Maßgefäß der Müller,4816-kopoce
AchtelodVierteldesScheffels-1, Achtel od Viertel des Scheffels,4816-kopoce
Schopfkelle-1,  Schöpfkelle,4816-kopoce
Schropfkopf-1,Schröpfkopf,4817-kopoly
Umkleidung-1, Umkleidung,4818-koponyeg
Umkleidung-2, Umkleidung,4819-kopeny
kittel-1,  kittel,4819-kopeny
MantelGeom-1,  Mantel 〈Geom〉,4819-kopeny
Opportunist-1,Opportunist,4820-koponyegforgato
Opportunist-2,  Opportunist,6697-opportunista
opportunistischerMeinungswechsel-1,opportunistischer Meinungswech-sel,4821-koponyegforgatas
langlichesHolzgefa-1, längliches Holzgefäß,4823-kopu
loffelartiges-1,  löffelartiges,4823-kopu
hohlesGerat-1, hohles Gerät,4823-kopu
Tulle-1,  Tülle,4823-kopu
Tulle-2,  Tülle,8801-szipka
ausgehohlterBaumstammalsQuellenodBrunnenauskleidung-1,  ausgehöhlter Baumstamm als Quellen- od Brunnenauskleidung,4823-kopu
Stegbrucke-1,  Stegbrücke,4823-kopu
KreisGeom-1,  Kreis 〈Geom〉,4824-kor
Umfang-1,  Umfang,4824-kor
Umfang-2,  Umfang,4830-kornyek
Umfang-3, Umfang,7088-periferia
Umfang-4,  Umfang,9179-terebely
Bereich-1,  Bereich,4824-kor
Bereich-2,  Bereich,9080-tartomany
Bereich-3,  Bereich,9909-vilag
System-1,  System,4824-kor
System-2,  System,7741-rendszer
Truppenunterkunft-1,  Truppenunterkunft,4824-kor
Rotunde-1,  Rotunde,4824-kor
HerzalsSpielkartenfarbe-1,Herz als Spielkartenfarbe,4825-kor
HerzalsSpielkartenfarbe-2,  Herz als Spielkartenfarbe,8821-sziv
Esche-1,Esche,4826-koris
spanischeFliege-1,spanische Fliege ,4827-korisbogar
spanischeFliege-2,  spanische Fliege,7312-pok
leichtgefrierenBoden-1,leicht gefrieren 〈Boden,4828-kormed
vorFrostausschrunden-1, vor Frost aus-schrunden,4828-kormed
raffiniert-1,raffiniert,4829-kormonfont
spitzfindig-1, spitzfindig,4829-kormonfont
nichtgedreht-1,  nicht gedreht,4829-kormonfont
sonderngeflochtenPeitschenschnur-1, sondern geflochten 〈Peitschenschnur〉,4829-kormonfont
kurzgefat-1,  kurzgefaßt,4829-kormonfont
kurzgefat-2,  kurzgefaßt,7970-rovid
bundig-1, bündig,4829-kormonfont
bundig-2, bündig,7970-rovid
Saum-1, Saum,4830-kornyek
Saum-2,  Saum,6952-parta
Saum-3, Saum,8594-szarnyek
Saum-4, Saum,8650-szel
jmdnversuchen-1,  jmdn versuchen,4830-kornyek
anjmdnmiteinemAngebotherantreten-1, an jmdn mit einem  Angebot herantreten,4830-kornyek
Unterwerfung-1,  Unterwerfung,4830-kornyek
unbeschnittenMann-1,  unbeschnitten 〈Mann〉,4830-kornyek
Umhullung-1,  Umhüllung,4830-kornyek
Umhullung-2, Umhüllung,6794-palast
begleitenUmstande-1,  begleiten 〈Umstände〉,4831-kornyez
anwandeln-1,  anwandeln,4831-kornyez
umfangenOhnmach-1, umfangen 〈Ohnmach〉,4831-kornyez
drohenGefahrusw-1, drohen 〈Gefahr usw〉,4831-kornyez
murb-1,mürb,4832-koro
zerbrechlich-1, zerbrechlich,4832-koro
zerbrechlich-2, zerbrechlich,9327-torha
NagelBiol-1,Nagel 〈Biol〉,4833-korom
Kralle-1,  Kralle,4833-korom
Gabel-1,  Gabel,4833-korom
Forke-1, Forke,4833-korom
ArtStarAugenkrankheit-1,  Art Star 〈Augenkrankheit〉,4833-korom
alsTeilzusammengesetzterPflanzennamen-1,  〈als Teil zusammengesetzter Pflanzennamen〉,4833-korom
SchlagaufdenFingernagel-1,  Schlag auf den Fingernagel,4833-korom
wundkratzen-1,wund-kratzen,4834-koromzsel
bisaufsauerste-1,bis aufs äußerste,4835-koromszakadtaig
bisaufsauerste-2,bis aufs äußerste,4836-koromszakadtig
ringsherum-1,ringsherum,4837-koroskorul
ringsherum-2,ringsherum,4840-korul
umher-1,  umher,4837-koroskorul
umher-2,  umher,8632-szejjel
umher-3, umher,8740-szerte
umher-4, umher,8753-szet
gewurzterSchafkase-1,gewürzter Schafkäse,4838-korozott
ummich-1,  um mich,4840-korul
ummich-2,  um mich,4840-korul
ummich-3,  um mich,4841-kore
dichuswherum-1, dich usw herum,4840-korul
inderNahe-1, in der Nähe,4840-korul
inderNahe-2, in der Nähe,4840-korul
nahebei-1, nahe bei,4840-korul
inderUmgebung-1,  in der Umgebung,4840-korul
ausderUmgebung-1,  aus der Umgebung,4840-korul
inZusammenhangmiteinerSache-1,  in Zusammenhang mit einer Sache,4840-korul
bezuglicheinerSache-1, bezüglich einer Sache,4840-korul
umherum-1,  um ... herum,4840-korul
rundumher-1,rundumher,4842-korulbelul
wahrscheinlich-1,  wahrscheinlich,4842-korulbelul
wahrscheinlich-2,  wahrscheinlich,6504-nyilva
wahrscheinlich-3,wahrscheinlich,9722-valoszinu
Bedeckung-1,Bedeckung,4843-korulmeny
Verhaltnisse-1, Verhältnisse,4843-korulmeny
Verhaltnisse-2,  Verhältnisse,7727-relacio
ArtSchmuck-1,Art Schmuck,4844-kosontyu
Halsschmuck-1, Halsschmuck,4844-kosontyu
usw-1, usw,4844-kosontyu
Felsblock-1,Felsblock,4845-koszal
Felsen-1, Felsen,4845-koszal
Felsen-2, Felsen,8524-szal
Felsen-3,Felsen,8810-szirt
Naseweis-1,Naseweis,4846-koszkopu
Zutrager-1, Zuträger,4846-koszkopu
Zutrager-2,  Zuträger,7279-pletyka
Zutrager-3,  Zuträger,8610-szavat
Intrigant-1,  Intrigant,4846-koszkopu
vermittler-1,  vermittler,4846-koszkopu
Versammlungsplatz-1,  Versammlungsplatz,4846-koszkopu
gruen-1,grüßen,4847-koszon
gruen-2,grüßen,9631-udvozol
jmdmzutrinken-1,  jmdm zutrinken,4847-koszon
begruen-1, begrüßen,4847-koszon
begruen-2,begrüßen,8550-szalutal
furetwdanken-1,  für etw danken,4847-koszon
verdanken-1,  verdanken,4847-koszon
Dankesbezeigung-1,  Dankesbezeigung,4847-koszon
Begruer-1,  Begrüßer,4847-koszon
Gruworte-1,  Grußworte,4847-koszon
Schleifstein-1,Schleifstein,4848-koszoru
Schleifmaschine-1, Schleifmaschine,4848-koszoru
Gicht-1,Gicht,4849-koszveny
Podagra-1, Podagra,4849-koszveny
Podagra-2,Podagra,7295-podagra
stricken-1,  stricken,4850-kot
umhullen-1, umhüllen,4850-kot
einbindenBuch-1, einbinden 〈Buch〉,4850-kot
verpflichten-1,  verpflichten,4850-kot
verbinden-1, verbinden,4850-kot
verbinden-2,  verbinden,9076-tart
verbinden-3,  verbinden,9795-vegyit
durchZauberbinden-1,  durch Zauber binden,4850-kot
bannen-1, bannen,4850-kot
behexen-1, behexen,4850-kot
schlieenVertrag-1,  schließen 〈Vertrag,4850-kot
Friedenusw-1, Frieden usw〉,4850-kot
