ID,Description,Entry_ID
detaillieren-2,  detaillieren,8966-tag
spezialisieren-1, spezialisieren,8333-specializal
Speckstreifen-1,Speckstreifen,8334-spek
womitdasFleischvordemBratendurchzogenwird-1, womit das Fleisch vor dem Braten durchzogen wird,8334-spek
Spickung-1,  Spickung,8334-spek
mitSpeckstreifengespicktesFleisch-1,  mit Speckstreifen gespicktes Fleisch,8334-spek
SchnuredesWurfnetzes-1,  Schnüre des Wurfnetzes,8334-spek
spitzesHolzstangelchen-1, spitzes Holzstängelchen,8334-spek
anschauen-1, anschauen,8335-spekulal
anschauen-2,anschauen,8682-szemlel
spitzfindighandeln-1, spitzfindig handeln,8335-spekulal
spekulierenaufetwrechnen-1,  spekulieren 〈auf etw rechnen〉,8335-spekulal
riskanteGeschaftemachen-1, riskante Geschäfte machen,8335-spekulal
leichterRausch-1,leichter Rausch,8337-spicc
Aushorcher-1,Aushorcher,8339-spicli
ArtLavendel-1,Art Lavendel,8340-spikanard
WirtineinesCafes-1,Wirtin eines Cafes,8341-spine
einerSchenkeusw-1, einer Schenke usw,8341-spine
InhaberineinesBordells-1, Inhaberin eines Bordells,8341-spine
einesGeschafts-1, eines Geschäfts,8341-spine
Mietfrau-1,  Mietfrau,8341-spine
Spinett-1,Spinett,8342-spinet
Schneckenlinie-1,Schneckenlinie,8344-spiral
Spirale-1, Spirale,8344-spiral
spiralig-1,spiralig,8345-spiralis
spiritistisch-1,spiritistisch,8346-spiritiszta
Spiritist-1,  Spiritist,8346-spiritiszta
destillat-1,  destillat,8347-spiritusz
Weingeist-1, Weingeist,8347-spiritusz
technischhergestellterAthylalkohol-1, technisch hergestellter Äthylalkohol,8347-spiritusz
Lufthauch-1,  Lufthauch,8347-spiritusz
SchwammzumWaschenundWischen-1,Schwamm 〈zum Waschen und Wischen〉,8348-spongya
instinktmaig-1,  instinktmäßig,8349-spontan
vonselbst-1,  von selbst,8349-spontan
instinktiv-1, instinktiv,8349-spontan
Spore-1,Spore,8350-spora
Jagd-1,Jagd,8352-sport
Schorle-1,Schorle,8353-spriccer
kurzerRegen-1,  kurzer Regen,8353-spriccer
abweisendPerson-1, abweisend 〈Person〉,8354-sprod
zerbrechlichMaterial-1, zerbrechlich 〈Material〉,8354-sprod
Gassenjunge-1,Gassenjunge,8355-srac
kleinerGauner-1, kleiner Gauner,8355-srac
Schrapnell-1,Schrapnell,8356-srapnel
schraggegenuber-1, schräg gegenüber,8357-sreg
Holzschraube-1,Holzschraube,8358-srof
Kopfschraube-1, Kopfschraube,8358-srof
SchraubenspindelanderPresse-1,  Schraubenspindel 〈an der Presse,8358-srof
amSchraubstock-1, am Schraubstock,8358-srof
amSchlousw-1, am Schloß usw〉,8358-srof
WindealsHebegerat-1,  Winde 〈als Hebegerät〉,8358-srof
stabilisieren-1,stabilisieren,8359-stabilizal
feststehend-1,feststehend,8360-stabil
feststehend-2, feststehend,8775-szilard
dauerhaft-1, dauerhaft,8360-stabil
Anhalteort-1,Anhalteort,8361-stacio
Rastort-1, Rastort,8361-stacio
WegstreckezwischenzweiStationen-1,  Wegstrecke 〈zwischen zwei Stationen〉,8361-stacio
StationeinesKreuzweges-1,  Station eines Kreuzweges,8361-stacio
Fuballstadion-1, Fußballstadion,8362-stadion
ArtLangenma-1,Art Längenmaß,8363-stadium
ArtLangenma-2,Art Längenmaß,8428-sukk
eingriechischesLangenma-1, ein griechisches Längenmaß,8363-stadium
Wettkampfplatz-1, Wettkampfplatz,8363-stadium
Meldereiter-1,Meldereiter,8364-stafeta
Eilpost-1, Eilpost,8364-stafeta
Staffellauf-1,  Staffellauf,8364-stafeta
ausschmucken-1,  ausschmücken,8365-stafiroz
einerBrautAussteuergeben-1,  einer Braut Aussteuer geben,8365-stafiroz
steirisch-1,steirisch,8366-stajer
steiermarkisch-1, steiermärkisch,8366-stajer
Steiermarker-1, Steiermärker,8366-stajer
ArtVolkstanzbzwVolksmusik-1,  Art Volkstanz bzw Volksmusik,8366-stajer
klee-1,  klee,8366-stajer
Chorgestuhl-1,  Chorgestühl,8367-stallum
Chorherrenstuhl-1, Chorherrenstuhl,8367-stallum
Schnapsglas-1,Schnapsglas,8368-stampedli
StanddesHeeres-1,Stand des Heeres,8369-stand
AbteilungfureinPferdimStall-1,  Abteilung für ein Pferd im Stall,8369-stand
Droschkenstand-1,  Droschkenstand,8369-stand
Taxistand-1, Taxistand,8369-stand
VerkaufsbudhauptsaufMarkten-1,  Verkaufsbud 〈haupts auf Märkten〉,8369-stand
Papiertute-1,Papiertüte,8370-stanicli
Start-1,Start,8371-start
Standrecht-1,Standrecht,8372-statarium
Standgericht-1, Standgericht,8372-statarium
standrechtlich-1,standrechtlich,8373-statarialis
Staatslehre-1,Staatslehre,8374-statisztika
BeschreibungeinesStaates-1, Beschreibung eines Staates,8374-statisztika
Statistik-1,  Statistik,8374-statisztika
jmdnindenBesitzeinsetzen-1,jmdn in den Besitz  einsetzen,8375-statual
jmdnbelehnen-1, jmdn belehnen,8375-statual
einExempelstatuieren-1,  ein Exempel statuieren,8375-statual
StandstandischaufgebautenGesellschaft-1,  Stand 〈ständisch aufgebauten Gesellschaft〉,8376-status
katholischeKirchenprovinzinSiebenburgen-1, katholische Kirchenprovinz in Siebenbürgen,8376-status
Planstelle-1,  Planstelle,8376-status
offentlicheAnstellung-1, öffentliche Anstellung,8376-status
Landungsschiff-1,Landungsschiff,8377-steg
schmaleBrukke-1,  schmale Brükke,8377-steg
PfahlbaufurBadende-1, Pfahlbau für Badende,8377-steg
Landungsbrucke-1,  Landungsbrücke,8377-steg
Stutzpfahl-1,Stützpfahl,8379-stempely
Stutzbalken-1, Stützbalken,8379-stempely
Stutzbalken-2,  Stützbalken,9332-tornac
Druckstock-1,  Druckstock,8379-stempely
KlischeeinderBuchdruckerei-1, Klischee 〈in der Buchdruckerei〉,8379-stempely
PatrizeinderBuchdruckerei-1, Patrize 〈in der Buchdruckerei〉,8379-stempely
StempelalsDruckgerat-1,  Stempel als Druckgerät,8379-stempely
StempelalsDruckgerat-2, Stempel als Druckgerät,8380-stempli
StempelalsTeilverschPragevorrichtungen-1, Stempel als Teil versch Prägevorrichtungen,8379-stempely
GebuhrenmarkebzwdieGebuhrselbst-1,Gebührenmarke bzw die Gebühr selbst,8380-stempli
Stempel-1, Stempel,8380-stempli
StutzbalkenimBergbau-1, Stützbalken 〈im Bergbau〉,8380-stempli
WachstuchodLederschablone-1,Wachstuch- od Lederschablone,8381-stencil
Dauerschablone-1, Dauerschablone,8381-stencil
Steppe-1,Steppe,8382-steppe
keimfrei-1,  keimfrei,8383-steril
sterilisiert-1, sterilisiert,8383-steril
leiseAdv-1,leise 〈Adv〉,8384-stikaban
Streich-1, Streich,8385-stikli
abenteuerlichesBravourstuck-1,  abenteuerliches Bravourstück,8385-stikli
DeliktinderGaunerspr-1, Delikt 〈in der Gaunerspr〉,8385-stikli
Stilett-1,Stilett,8386-stilet
StabchenalsTeileinerWaage-1,Stäbchen 〈als Teil einer Waage〉,8387-stilus
sprachlicheAusdrucksweise-1,  sprachliche Ausdrucksweise,8387-stilus
Schreibgerat-1,  Schreibgerät,8387-stilus
einheitlichesGepragederkunstlerischenErzeugnisseeinerZeit-1,  einheitliches Gepräge der künstlerischen Erzeugnisse einer Zeit,8387-stilus
einerPersonlichkeit-1, einer Persönlichkeit,8387-stilus
stimmen-1, stimmen,8388-stimmel
stimmen-2,  stimmen,8991-talal
esstimmt-1, es stimmt,8388-stimmel
Talar-1,Talar,8389-stola
Talar-2,Talár,8995-talar
Purpurmantel-1, Purpurmantel,8389-stola
GewantuckvonPriestern-1,  Gewantück von Priestern,8389-stola
groesSchultertuch-1,  großes Schultertuch,8389-stola
KasualienVergutungen-1,  Kasualien 〈Vergütungen〉,8389-stola
Pfropfen-1,Pfropfen,8390-stopli
LederzapfenamFuballschuh-1,  Lederzapfen 〈am Fußballschuh〉,8390-stopli
Stoppuhr-1,Stoppuhr,8391-stopper
abstoppen-1,   abstoppen,8392-stoppol
festsetzen-1,  festsetzen,8392-stoppol
mitStoppuhrmessen-1,  mit Stoppuhr messen,8392-stoppol
einLochimKleidungsstuckstopfen-1,ein Loch im Kleidungsstück stopfen,8393-stoppol
schlichten-1,schlichten,8394-stoszol
glattenLeder-1, glätten 〈Leder〉,8394-stoszol
aufschichten-1,  aufschichten,8394-stoszol
inHaufenlegen-1, in Haufen legen,8394-stoszol
bandartigesStuckalsVerzierung-1, bandartiges Stück als Verzierung,8395-straf
TafelwagenflachesFuhrwerk-1,Tafelwagen 〈flaches Fuhrwerk〉,8396-strafkocsi
Streubaum-1,Streubaum,8397-strajfa
vonguterErscheinungPerson-1, von guter Erscheinung 〈Person〉,8398-stramm
See-1,See-,8399-strand
See-2, See,9157-tenger
See-3,See,9272-to
Meeresufer-1, Meeresufer,8399-strand
Strandbad-1,  Strandbad,8399-strand
groeAnstrengung-1,große Anstrengung,8400-strapaca
Bemuhung-1, Bemühung,8400-strapaca
strapazieren-1,strapazieren,8401-strapaciroz
Streber-1,Streber,8403-streber
StrauLaufvogel-1,Strauß 〈Laufvogel〉,8407-strucc
Vogelstraupolitik-1,Vogelstraußpolitik,8408-struccpolitika
MuffKleidungsstuck-1,Muff 〈Kleidungsstück〉,8411-stucli
Halbhanchuh-1,  Halbhanchuh,8411-stucli
Pulswarmer-1, Pulswärmer,8411-stucli
Bierglas-1, Bierglas,8411-stucli
AufnahmeraumRadio-1,  Aufnahmeraum 〈Radio,8412-studio
Film-1, Film〉,8412-studio
Studium-1,Studium,8413-studium
Studieren-1, Studieren,8413-studium
Stuckdecke-1,Stuckdecke,8414-stukatur
RohrdeckemitWandbewurf-1,  Rohrdecke mit Wandbewurf,8414-stukatur
Winterrock-1,Winterrock,8415-suba
Pelzmantel-1, Pelzmantel,8415-suba
ArtOberkleid-1,Art Oberkleid,8416-subica
kurzerPelzmantel-1, kurzer Pelzmantel,8416-subica
ArtUntergewand-1,  Art Untergewand,8416-subica
Schubfach-1,Schubfach,8417-sublot
huschen-1,  huschen,8418-sudamlik
rauschend-1,rauschend,8419-sudar
scharfGerte-1, scharf 〈Gerte〉,8419-sudar
lang-1,  lang,8419-sudar
Sonnenstrahl-1,  Sonnenstrahl,8419-sudar
Schwippe-1,  Schwippe,8419-sudar
Schwippe-2,  Schwippe,8422-sugar
aufstrebender-1,  aufstrebender,8419-sudar
geraderTeileinesBaumes-1, gerader Teil eines Baumes,8419-sudar
einesBusches-1, eines Busches,8419-sudar
brausenschnellflieendesWasser-1, brausen 〈schnell fließendes Wasser,8421-sug
rauschenWald-1, rauschen 〈Wald〉,8421-sug
angeben-1, angeben,8421-sug
schwirren-1,  schwirren,8421-sug
schwirren-2,schwirren,8426-suhog
jmdmetwentlocken-1,  jmdm etw entlocken,8421-sug
Treibholz-1,  Treibholz,8421-sug
dasindenFlubiegungenansLandgespultwird-1, das in den Flußbiegungen ans Land gespült wird,8421-sug
Souffleur-1,  Souffleur,8421-sug
Denunziant-1,  Denunziant,8421-sug
elastisch-1, elastisch,8422-sugar
StrahlderVogelfeder-1,  Strahl der Vogelfeder,8422-sugar
Strahl-1,  Strahl,8422-sugar
hochragender-1,  hochragender,8422-sugar
geradlinigerAst-1, geradliniger Ast,8422-sugar
langesSchwanzhaardesPferdesoddesRindes-1,  langes Schwanzhaar des Pferdes od des Rindes,8422-sugar
ausstrahlenLicht-1,  ausstrahlen 〈Licht,8422-sugar
sendenRundfunk-1,  senden 〈Rundfunk,8422-sugar
Strahlenaussendenauchabstr-1,  Strahlen aussenden 〈auch abstr〉,8422-sugar
inStrahlenhervortreten-1, in Strahlen hervortreten,8422-sugar
jungerBursche-1,junger Bursche,8423-suhanc
jungerBursche-2,  junger Bursche,8424-suhancar
jungerBursche-3,junger Bursche,8456-suttyo
Leibgardist-1,  Leibgardist,8424-suhancar
rauschen-1,  rauschen,8426-suhog
ruhrigvonstattengehenArbeit-1, rührig vonstatten gehen 〈Arbeit〉,8426-suhog
schlagenmiteinemStock-1,schlagen 〈mit einem Stock,8427-sujt
miteinerPeitscheusw-1, mit einer Peitsche usw〉,8427-sujt
irgendwohinschmettern-1, irgendwohin schmettern,8427-sujt
einschlagen-1,  einschlagen,8427-sujt
einschlagen-2,  einschlagen,9656-ut
treffenBlitz-1, treffen 〈Blitz〉,8427-sujt
niederschlagen-1,  niederschlagen,8427-sujt
niederschlagen-2, niederschlagen,9824-ver
deprimieren-1, deprimieren,8427-sujt
auskehren-1,  auskehren,8427-sujt
gewunden-1,  gewunden,8429-sukoro
schlangelig-1, schlängelig,8429-sukoro
langsameinhergehen-1,langsam einhergehen,8431-sullog
Beschwerer-1,  Beschwerer,8432-suly
MetallgegenstandvongenaubestimmterMassezumGewichtmessen-1,  Metallgegenstand von genau bestimmter Masse zum Gewichtmessen,8432-suly
Hantel-1,  Hantel,8432-suly
indieBalancealsKommandow-1,  in die Balance! 〈als Komman-dow〉,8432-suly
Schlegel-1,Schlegel,8433-sulyok
Bleuel-1,  Bleuel,8433-sulyok
Wascheglatter-1,  Wäscheglätter,8433-sulyok
Wassernu-1,Wassernuß,8434-sulyom
Stachelnu-1, Stachelnuß,8434-sulyom
Fuangel-1,  Fußangel,8434-sulyom
stachelnuformigeHobelspanealsBackwerk-1,  stachelnußförmige Hobelspäne 〈als Backwerk〉,8434-sulyom
Ertcrnchen-1,  Ertcrnchen,8434-sulyom
Geldbetrag-1,  Geldbetrag,8436-summa
Zusammenfassung-1,  Zusammenfassung,8436-summa
landwirtschaftlicheSaisonarbeit-1,  landwirtschaftliche Saisonarbeit,8436-summa
summieren-1,  summieren,8436-summa
summarisch-1,  summarisch,8436-summa
pauschal-1, pauschal,8436-summa
Hofganger-1,  Hofgänger,8436-summa
Deputatarbeiter-1, Deputatarbeiter,8436-summa
insgeheim-1,insgeheim,8437-sundambundam
insgeheim-2,insgeheim,8457-suttyomban
zwinkerndansehen-1, zwinkernd ansehen,8438-sunyik
hinterlistignahen-1, hinterlistig nahen,8438-sunyik
sichhinterlistigbenehmen-1, sich hinterlistig benehmen,8438-sunyik
sichniederbeugen-1,  sich niederbeugen,8438-sunyik
ausgespanntesTuch-1,ausgespanntes Tuch,8439-superlat
verzierterVorhang-1, verzierter Vorhang,8439-superlat
Betthimmel-1,  Betthimmel,8439-superlat
mitderRuteschlagen-1,mit der Rute schlagen,8440-supral
gewisserTeilderSoldatenrustung-1,gewisser Teil der Soldatenrüstung,8441-surc
ArtFrauenunterkleid-1,  Art Frauenunterkleid,8441-surc
Strohsack-1,Strohsack,8442-surgye
wachsend-1,wachsend,8443-surjan
sprieend-1, sprießend,8443-surjan
jungPerson-1, jung 〈Person,8443-surjan
primitiverKerl-1,  primitiver Kerl,8444-surmo
etwbeinaheerreichen-1, etw beinahe erreichen,8445-surol
wetzen-1, wetzen,8445-surol
ausdemMagenubelriechend-1,  aus dem Magen übel riechend,8448-susnya
furchtsamesKind-1,  furchtsames Kind,8448-susnya
leisesausen-1,  leise sausen,8449-susog
hinterlistigverleumden-1,  hinterlistig verleumden,8449-susog
vorsichhinmurren-1,  vor sich hinmurren,8450-sustorog
Schuhmacher-1,Schuhmacher,8451-suszter
Schuhmacher-2,Schuhmacher,9753-varga
eingliedern-1,   eingliedern,8451-suszter
zusatzlichanbringen-1, zusätzlich anbringen,8451-suszter
geschnitten-1, geschnitten,8452-suta
hornlos-1,  hornlos,8452-suta
geweihlos-1, geweihlos,8452-suta
weiblichHirsch-1,  weiblich 〈Hirsch,8452-suta
schwanzlos-1,  schwanzlos,8452-suta
aufeinemOhrtaub-1,  auf einem Ohr taub,8452-suta
Gei-1,  Geiß,8452-suta
Ricke-1, Ricke,8452-suta
Ricke-2, Ricke,9644-uno
linkeHand-1,  linke Hand,8452-suta
Schlupfwinkel-1,Schlupfwinkel,8454-sutton
abgelegeneGasse-1,  abgelegene Gasse,8454-sutton
einenrauschendenTongeben-1,  einen rauschenden Ton geben,8455-suttyan
rauschenderZweig-1,  rauschender Zweig,8456-suttyo
elastischeGerte-1, elastische Gerte,8456-suttyo
sichlockern-1,  sich lockern,8458-suvad
sichlosen-1, sich lösen,8458-suvad
niedergehen-1, niedergehen,8458-suvad
irgendwohin-1,  irgendwohin,8458-suvad
sichausschalen-1,  sich ausschälen,8458-suvad
schnellvorangehenArbeit-1,  schnell vorangehen 〈Arbeit〉,8458-suvad
herabfliegen-1,  herabfliegen,8458-suvad
sichabschurfen-1,  sich abschürfen,8458-suvad
sichabziehen-1, sich abziehen,8458-suvad
Schuhwichse-1,Schuhwichse,8459-suviksz
unbedeutendeKleinigkeit-1,  unbedeutende Kleinigkeit,8459-suviksz
ArtKriegsgerat-1,  Art Kriegsgerät,8460-suger
schwerhorig-1, schwerhörig,8461-suket
gerauschlos-1,  geräuschlos,8461-suket
bareinerwichtigenEigenschaft-1,  bar einer wichtigen Eigenschaft,8461-suket
charakterisiertdurchdasFehlenvonetw-1, charakterisiert durch das Fehlen von etw,8461-suket
indolent-1,  indolent,8461-suket
ohneGlockengelautKarwoche-1,  ohne Glockengeläut 〈Karwoche〉,8461-suket
dumpfSchall-1,  dumpf 〈Schall〉,8461-suket
vonschlechterAkustikRaum-1, von schlechter Akustik 〈Raum〉,8461-suket
gehaltlosGerede-1, gehaltlos 〈Gerede〉,8461-suket
tauberMensch-1,  tauber Mensch,8461-suket
jungTier-1,jung 〈Tier,8462-suldo
hauptsSchwein-1, haupts Schwein,8462-suldo
zumerstenmaltrachtigSau-1,  zum erstenmal trächtig 〈Sau〉,8462-suldo
angehend-1,  angehend,8462-suldo
alsNeulingtatig-1, als Neuling tätig,8462-suldo
Frischling-1, Frischling,8462-suldo
Junghase-1, Junghase,8462-suldo
verschnittenesSchwein-1,  verschnittenes Schwein,8462-suldo
grunerJunge-1,  grüner Junge,8462-suldo
zurBenennungverschKrankheiten-1,〈zur Benennung versch Krankheiten 〉,8464-suly
insWassersinken-1,  ins Wasser sinken,8465-sullyed
insWassersinkendvernichtetwerden-1, ins Wasser sinkend vernichtet werden,8465-sullyed
sichherablassen-1,  sich herablassen,8465-sullyed
herabgehen-1, herabgehen,8465-sullyed
sicheingraben-1,  sich eingraben,8465-sullyed
sicherniedrigen-1,  sich erniedrigen,8465-sullyed
inschlechteLage-1, in schlechte Lage,8465-sullyed
inschlechtenZustandgeraten-1, in schlechten Zustand geraten,8465-sullyed
stacheligeFrucht-1,  stachelige Frucht,8466-sun
schmeichelndherumstreichen-1,schmeichelnd herumstreichen,8467-sundorkodik
nachuntensinkenweiches-1,nach unten sinken 〈weiches,8468-supped
lockeresMaterial-1, lockeres Material〉,8468-supped
inweiches-1, in weiches,8468-supped
lockeresMaterialsinken-1, lockeres Material sinken,8468-supped
sichdeprimiertverschlieen-1,  sich deprimiert verschließen,8468-supped
insichversunkensein-1, in sich versunken sein,8468-supped
niedertrachtigVolk-1, niederträchtig 〈Volk〉,8468-supped
sichumjmdnherumtun-1, sich um jmdn herumtun,8469-surog
sichumjmdnherumtun-2,  sich um jmdn herumtun,8469-surog
sichschwarmenddrangen-1, sich schwärmend drängen,8469-surog
brausenLeben-1,  brausen 〈Leben,8469-surog
Eilnachricht-1,Eilnachricht,8470-surgony
Antreibung-1,  Antreibung,8470-surgony
Telegramm-1,  Telegramm,8470-surgony
drehend-1,drehend,8471-suru
wirbelnd-1, wirbelnd,8471-suru
kringelig-1, kringelig,8471-suru
dickflussig-1,  dickflüssig,8471-suru
beschattend-1,  beschattend,8471-suru
dickLuft-1,  dick 〈Luft,8471-suru
Rauchwolke-1, Rauchwolke,8471-suru
Nebelusw-1, Nebel usw〉,8471-suru
vollblutig-1,  vollblütig,8471-suru
regsam-1, regsam,8471-suru
dichter-1,  dichter,8471-suru
dunklerTeil-1, dunklerTeil,8471-suru
ungehobeltMensch-1,ungehobelt 〈Mensch〉,8473-susu
backentrans-1, backen 〈trans〉,8474-sut
scheinenzBSonne-1, scheinen 〈zB Sonne〉,8474-sut
brandmarken-1,  brandmarken,8474-sut
BrandPflanzenkrankheitverursachen-1,  Brand 〈Pflanzenkrankheit〉 verursachen,8474-sut
brennendschmerzenFrost-1, brennend schmerzen 〈Frost〉,8474-sut
abfeuernWaffe-1,  abfeuern 〈Waffe〉,8474-sut
niederschlagenAugen-1,  niederschlagen〈 Augen〉,8474-sut
senkenKopf-1, senken 〈Kopf,8474-sut
Ohren-1, Ohren〉,8474-sut
loslassen-1,  loslassen,8474-sut
andenMannbringen-1, an den Mann bringen,8474-sut
steckenbleibenmachen-1,  steckenbleiben machen,8474-sut
ungeschicktabfassen-1,  ungeschickt abfassen,8474-sut
holperigeVersemachen-1, holperige Verse machen,8474-sut
dieHaarebrennen-1,  die Haare brennen,8474-sut
Backofen-1,  Backofen,8474-sut
rohre-1,  röhre,8474-sut
Backwer-1,  Backwer,8474-sut
backen-1, backen,8474-sut
Geback-1,  Gebäck,8474-sut
VerstandGrutze-1,Verstand. Grütze,8475-sutnivalo
Vetter-1,  Vetter,8476-suv
Schwagerin-1,  Schwägerin,8476-suv
BenennungverschKopfbedeckungen-1,〈Benennung versch Kopfbedeckungen 〉,8477-suveg
Rainweide-1,  Rainweide,8477-suveg
Zuckerhut-1,  Zuckerhut,8477-suveg
gewolbterodkonischerOberteil-1,  gewölbter od konischer Oberteil,8477-suveg
Haubevonetw-1, Haube von etw,8477-suveg
schrillen-1,schrillen,8478-suvolt
kreischenPerson-1, kreischen 〈Person〉,8478-suvolt
brausenWind-1, brausen 〈Wind〉,8478-suvolt
zischenSchlange-1,  zischen 〈Schlange〉,8478-suvolt
uberjmdnspotteln-1,  über jmdn spötteln,8478-suvolt
sausenOhr-1,  sausen 〈Ohr〉,8478-suvolt
rochelnPerson-1, röcheln 〈Person〉,8478-suvolt
GimpelVogel-1,  Gimpel 〈Vogel〉,8478-suvolt
Halbwuchsiger-1,Halbwüchsiger,8479-suvolveny
jungBaum-1,  jung 〈Baum,8479-suvolveny
Schwabe-1,Schwabe,8480-svab
Ungarndeutscher-1,  Ungarndeutscher,8480-svab
Kuchenschabe-1,  Küchenschabe,8480-svab
Kuchenschabe-2,Küchenschabe,8481-svabbogar
Wallfahrer-1,  Wallfahrer,8480-svab
Wallfahrer-2, Wallfahrer,10035-zarandok
schwabischbzwdeutsch-1,  schwäbisch bzw deutsch,8480-svab
Kakerlak-1, Kakerlak,8481-svabbogar
Bereamkeit-1,Bereamkeit,8482-svada
Schwadron-1,Schwadron,8483-svadron
Schwede-1,Schwede,8484-sved
schwedisch-1,  schwedisch,8484-sved
Windbeutel-1, Windbeutel,8485-svihak
schwungvolleBewegung-1,schwungvolle Bewegung,8487-svung
rednerischerSchwung-1,  rednerischer Schwung,8487-svung
zuschneiden-1,  zuschneiden,8488-szab
etwodsichnachetwrichten-1,  etw od sich nach etw richten,8488-szab
Schneider-1,  Schneider,8488-szab
erlaubt-1,  erlaubt,8489-szabad
erlaubt-2,  erlaubt,8492-szabados
Freiheit-1,  Freiheit,8489-szabad
Freiheit-2,  Freiheit,8489-szabad
freieZeit-1,  freie Zeit,8489-szabad
Urlaub-1,  Urlaub,8489-szabad
Freikommen-1,  Freikommen,8489-szabad
auffreienFusetzen-1,auf freien Fuß 〈setzen〉,8491-szabadlabra
Freigeborener-1,  Freigeborener,8492-szabados
Gefreiter-1,  Gefreiter,8492-szabados
zuchtlos-1, zuchtlos,8492-szabados
mitFreibriefbeschenkt-1,  mit Freibrief beschenkt,8492-szabados
Maregel-1, Maßregel,8493-szabaly
sichanRegelnhaltend-1,sich an Regeln haltend,8494-szabatos
genauhauptssprachlicheAuerung-1, genau 〈haupts sprachliche Äußerung〉,8494-szabatos
vorgeschrieben-1,  vorgeschrieben,8494-szabatos
sichentschuldigen-1,sich entschuldigen,8496-szabodik
sichweigern-1,  sich weigern,8496-szabodik
sabotieren-1,sabotieren,8497-szabotal
Saccharin-1,Saccharin,8498-szacharin
Mundung-1,Mündung,8499-szad
Mundung-2, Mundung,8505-szaj
Mundung-3,Mündung,9334-torok
EingangeinesPasses-1, Eingang eines Passes,8499-szad
einesTalsusw-1, eines Tals usw,8499-szad
Mundloch-1,  Mundloch,8499-szad
MundungeinerHohleusw-1, Mündung 〈einer Höhle usw〉,8499-szad
Web-1,  Web-,8499-szad
Schufach-1, Schußfach,8499-szad
Spundwand-1,  Spundwand,8499-szad
Spundbohle-1, Spundbohle,8499-szad
verspunden-1,  verspunden,8499-szad
Pfropf-1,  Pfropf,8499-szad
TurchendesOfenlochs-1,  Türchen des Ofenlochs,8499-szad
Sadismus-1,Sadismus,8500-szadizmus
ArtdickereKnackwurst-1,Art dickere Knackwurst,8501-szafalade
Bratensoe-1, Bratensoße,8502-szaft
reichanSaft-1,  reich an Saft,8502-szaft
derbhauptsWitze-1,  derb 〈haupts Witze〉,8502-szaft
riechentrans-1,  riechen 〈trans〉,8503-szag
schnuffeln-1,  schnüffeln,8503-szag
schnuffeln-2,schnüffeln,8783-szimatol
schnuffeln-3,schnüffeln,8874-szortyog
streifenddurchlaufengroesGebiet-1,  streifend durchlaufen 〈großes Gebiet,8504-szaguld
langeEntfernung-1, lange Entfernung〉,8504-szaguld
einPferdlaufenlassen-1,  ein Pferd laufen lassen,8504-szaguld
Maul-1, Maul,8505-szaj
Eingang-1, Eingang,8505-szaj
Flumundung-1,  Flußmündung,8505-szaj
Flumundung-2,  Flußmündung,9334-torok
Flumundung-3,Flußmündung,9361-to
irgendwelchenMundhabend-1,  irgendwelchen Mund habend,8505-szaj
gromutig-1,  großmutig,8505-szaj
Eichelhaher-1, Eichelhäher,8506-szaja
Diebsware-1,Diebsware,8508-szajre
Stuckchen-1,  Stückchen,8509-szak
KerbeamRadreifen-1, Kerbe 〈am Radreifen〉,8509-szak
Doppelkinn-1,Doppelkinn,8510-szak
Doppelkinn-2,Doppelkinn,9286-toka
baumelndeKinnwarzebeiSchweinen-1, baumelnde Kinnwarze 〈bei Schweinen,8510-szak
Schafenusw-1, Schafen usw〉,8510-szak
Koch-1,Koch,8512-szakacs
szakacs-1, szakács,8512-szakacs
zerreienintrans-1,  zerreißen 〈intrans〉,8513-szakad
sichentzweienGemeinschaft-1,  sich entzweien 〈Gemeinschaft〉,8513-szakad
zerbrechenintrans-1,  zerbrechen 〈intrans〉,8513-szakad
sichtrennen-1, sich trennen,8513-szakad
sichtrennen-2,  sich trennen,10094-zullik
sichteilenFlu-1,  sich teilen 〈Fluß〉,8513-szakad
esgiet-1,  es gießt,8513-szakad
esregnetinStromen-1, es regnet in Strömen,8513-szakad
enden-1, enden,8513-szakad
enden-2,  enden,9790-veg
mundenFlu-1,  münden 〈Fluß〉,8513-szakad
verschlagenwerden-1, verschlagen werden,8513-szakad
verschlagenwerden-2,  verschlagen werden,9869-vetemedik
Bergsturz-1,  Bergsturz,8513-szakad
Separatist-1, Separatist,8513-szakad
ausvollerKehle-1,  aus voller Kehle,8513-szakad
veratzen-1, verätzen,8514-szakaszt
reientrans-1,  reißen 〈trans〉,8514-szakaszt
entzweienGemeinschaft-1,  entzweien 〈Gemeinschaft〉,8514-szakaszt
teilen-1, teilen,8514-szakaszt
einEndemachen-1,  ein Ende machen,8514-szakaszt
einEndemachen-2, ein Ende machen,8539-szallit
unterbrechen-1, unterbrechen,8514-szakaszt
pfluckenObst-1,  pflücken 〈Obst,8514-szakaszt
Blume-1, Blume〉,8514-szakaszt
Blume-2, Blume,9925-virag
Brotteigauswirken-1,  〈Brotteig〉 auswirken,8514-szakaszt
erubrigenZeit-1,  erübrigen 〈Zeit〉,8514-szakaszt
Backkorb-1,  Backkorb,8514-szakaszt
Backkorb-2,Backkorb,9699-vajto
Backkorb-3, Backkorb,10161-zsompor
szakitott-1, szakított,8514-szakaszt
tepett-1, tépett,8514-szakaszt
